id_expediente,id_contrato,id_renglon,marco_legal,tipo_proceso,fecha_sancion_normativa,fecha_publicacion_normativa,fecha_inicio_contrato,fecha_fin_contrato,item,descripcion_item,precio_unitario_item,moneda_precio_unitario_item,cantidad_item,unidad_medida_item,monto_total_renglon,monto_total_contrato,moneda_monto_contrato,monto_total_proceso,unidad_ejecutora,organismo_normativa,proveedor_razon_social,proveedor_cuit,URL
32898290-GCABA-DGCTFS/2018,52.0,1,433/16,gasto,2020-02-12,2020-02-19,01-12-2019,31-12-2019,Servicio de Acompañante Terapéutico,Servicio deAcompañante Terapéutico para varios pacientes,,,,,,980056.0,ARS,980056.0,,MINISTERIO DE SALUD,grupo aries salud s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/508461
EE-2019-16078123-DGCTFS,56.0,1,433/16,gasto,2020-02-13,2020-02-28,01-12-2019,31-12-2019,Servicio de Cuidador Domiciliario,"Servicio de Cuidador Domiciliario"", para pacientesbeneficiarios del Programa Incluir Salud",,,,,,646500.0,ARS,3237800.0,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,grupo aries salud s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509341
EE-2019-26134384-DGCTFS,57.0,1,433/16,gasto,2020-02-13,2020-02-28,01-12-2019,31-12-2019,Servicio de residencia Asistida ,"""Servicio de residencia Asistida enRehabilitación Psicosocial, beneficiarios INCLUIR SALUD, cápita CABA""",,,,,,697528.0,ARS,2611079.81,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,centro de adicciones y rehabilitacion en sintomatologia s.r.l (a.y.r.e.s. s.r.l),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509342
EX-2020-5314390-GCABA-HGACD,58.0,1,433/16,gasto,2020-02-14,2020-02-18,,,Endoprotesis Aorta ToraxicaAutoexpandible,prestacion de una Endoprotesis Aorta ToraxicaAutoexpandible,745000.0,ARS,1.0,u,745000.0,745000.0,ARS,745000.0,HOSPITAL GENERAL DE AGUDOS CARLOS G. DURAND,HOSPITAL GENERAL DE AGUDOS CARLOS G. DURAND,barraca acher argentina s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/508200
EE-2019-37051698-DGCTFS,60.0,1,433/16,gasto,2020-02-14,2020-02-26,01-11-2019,31-12-2019,Servicio de Traslados enAmbulancia,"""Servicio de Traslados enAmbulancia Para Pacientes Incluir Salud cápita CABA""",,,,,,107638.0,ARS,310438.24,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,sygma servicios integrales s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/508966
EX-2019-10250023-GCABA-COMUNA13,64.0,1.0,433/16,gasto,2020-02-18,2020-02-28,,,remplazo de juego en el Espacio Verde,"remplazo de juego en el Espacio Verde ""Plazoleta Fleming"" sito en Av. Lidoro J.Quinteros y Rafael Hernández",316543.83,ARS,1.0,u,316543.83,3099260.54,ARS,3099260.54,,COMUNA 13,Parquizar IISES S.A. - MANTELECTRIC I.C.I.S.A. UT,30-71638573-2,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509501
EX-2019-10250023-GCABA-COMUNA13,64.0,1,433/16,gasto,2020-02-18,2020-02-28,,,generación de áreas de nuevos espaciosverdes,"generación de áreas de nuevos espaciosverdes para el disfrute de los vecinos, la instalación de nuevo mobiliario urbano yalumbrado en reemplazo de las instalaciones actuales en el Espacio Verde sindenominación (EVSD) sito en la intersección de las calles Superí 2322 y ComodoroClodomiro Urtubey",2782716.71,ARS,1.0,u,2782716.71,3099260.54,ARS,3099260.54,,COMUNA 13,Parquizar IISES S.A. - MANTELECTRIC I.C.I.S.A. UT,30-71638573-2,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509501
EE-2020-03513295-DGCTFS,65.0,1,433/16,gasto,2020-02-19,2020-02-21,01-12-2019,31-12-2019,Servicio de TRASLADOS ,"""Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA""",27.94,ARS,,km,75940.92,75940.92,ARS,272694.39999999997,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,altaha s.r.l,33-71465485-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/508805
EE-2020-05188317-GCABA-HBR,71.0,1,433/16,gasto,2020-02-19,2020-02-28,,,Adquisición de Cefazolina de 1000mg,Adquisición de Cefazolina de 1000mg,,,,,73520.0,73520.0,ARS,73520.0,,HOSPITAL BERNARDINO RIVADAVIA,abp s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509322
EE-2019-25981594-SSAH,74.0,1,433/16,gasto,2020-02-21,2020-02-27,01-12-2019,31-12-2019,servicio de atención con alojamiento,servicio de atención con alojamiento,51200.0,ARS,1.0,u,51200.0,51200.0,ARS,153600.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,residencia geriatrica la trinidad,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509218
EE-2018-15615267-SSAH,75.0,1,433/16,gasto,2020-02-21,2020-02-27,01-12-2019,31-12-2019,servicio de atención con alojamiento,servicio de atención con alojamiento,50000.0,ARS,1.0,u,50000.0,50000.0,ARS,150000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,abuela grande s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509219
EE-2019-25982766-SSAH,76.0,1,433/16,gasto,2020-02-21,2020-02-27,01-12-2019,31-12-2019,servicio de atención con alojamiento,servicio de atención con alojamiento,48000.0,ARS,1.0,u,48000.0,48000.0,ARS,144000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,residencia geriatrica la trinidad,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509220
EE-2018-22822481-SSAH,77.0,1,433/16,gasto,2020-02-21,2020-02-27,01-12-2019,31-12-2019,resguardo de vacante,resguardo de vacante,29000.0,ARS,1.0,u,29000.0,29000.0,ARS,87000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,abuela grande s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509221
EE-2017-22493006-SSAH,78.0,1,433/16,gasto,2020-02-21,2020-02-27,01-12-2019,31-12-2019,servicio de atención con alojamiento; resguardo de vacante,servicio de atención con alojamiento; resguardo de vacante,71272.5,ARS,1.0,u,71272.5,71272.5,ARS,155122.5,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,clinica geriatrica espiritu santo s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509222
EE-2020-01565645-DGCTFS,80.0,1.0,433/16,gasto,2020-02-21,2020-03-02,01-12-2019,31-12-2019,Servicio de TRASLADOS,"""Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA""",,ARS,,,27241.5,27241.5,ARS,177111.66,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,della torre federico,20-38258142-4,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509598
EE-2020-01565645-DGCTFS,404.0,1,433/16,gasto,2020-02-21,2020-03-02,01-12-2019,31-12-2019,Servicio de TRASLADOS,"""Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA""",,ARS,,,16456.66,16456.66,ARS,177111.66,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,della torre nicolas,23-34257865-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509598
EE-2020-01565645-DGCTFS,405.0,2,433/16,gasto,2020-02-21,2020-03-02,01-12-2019,31-12-2019,Servicio de TRASLADOS,"""Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA""",,ARS,,,23469.6,23469.6,ARS,177111.66,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,della torre maria silvina,27-31576455-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509598
2020-6689841-GCABA-HGAPP,82.0,1,433/16,gasto,2020-02-27,2020-03-02,,,Ampollas de vidrio Tranexal,"""Adquisición de 25 Ampollas de vidrio Tranexal 1000mg/10 ml. Antibrinolitico sintético inyectable I.V; ESTERIL Y LIBRE DE PIROGENOS.Número de catalogo 258 Vto 24 meses.Presentación caja x 80 unidades""",,,25.0,ampollas,15625.0,15625.0,ARS,15625.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,casa otto hess s.a, 30-52600883-5,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509558
2020-6195896-GCABA-HGAPP,83.0,1.0,433/16,gasto,2020-02-27,2020-03-02,,,comprimidos de Aripiprazol 10mg Casasco,comprimidos de Aripiprazol 10mg Casasco,,,300.0,comprimidos,,47930.0,ARS,47930.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509560
2020-6195896-GCABA-HGAPP,83.0,2.0,433/16,gasto,2020-02-27,2020-03-02,,,ampollas de Diltiazem 25 mg Ariston,ampollas de Diltiazem 25 mg Ariston,,,4.0,ampollas,,47930.0,ARS,47930.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509560
2020-6195896-GCABA-HGAPP,83.0,3.0,433/16,gasto,2020-02-27,2020-03-02,,,ampollas de SolucicónGlucosada hipertonica 25% inyectable x 200 ml Fada,ampollas de SolucicónGlucosada hipertonica 25% inyectable x 200 ml Fada,,,100.0,ampollas,,47930.0,ARS,47930.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509560
2020-6195896-GCABA-HGAPP,83.0,4.0,433/16,gasto,2020-02-27,2020-03-02,,,comprimidos deHaloperidol 5 mg Cevallos ,comprimidos deHaloperidol 5 mg Cevallos ,,,2000.0,comprimidos,,47930.0,ARS,47930.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509560
2020-6195896-GCABA-HGAPP,83.0,5.0,433/16,gasto,2020-02-27,2020-03-02,,,comprimidos de Meprednisona 4 mg Richet,comprimidos de Meprednisona 4 mg Richet,,,100.0,comprimidos,,47930.0,ARS,47930.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509560
2020-5929218-GCABA-HGAPP,84.0,1.0,433/16,gasto,2020-02-27,2020-03-02,,,Aripiprazol 5mg,"Adquisición de 300 comprimidos de Aripiprazol 5mg""",,,300.0,comprimidos,7740.0,7740.0,ARS,58980.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509561
2020-5929218-GCABA-HGAPP,406.0,2,433/16,gasto,2020-02-27,2020-03-02,,,Litio Carbonato 300 mg Ariston,Adquisición de 2000 comprimidos de Litio Carbonato 300 mg Ariston,,,2000.0,comprimidos,51240.0,51240.0,ARS,58980.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,drogueria biofarma s.r.l,30-60459619-6,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509561
EE-2020-05741779-MSGC,86.0,1.0,433/16,gasto,2020-02-28,2020-03-06,01-01-2020,31-01-2020,delServicio de Limpieza General e Integral,"delServicio de Limpieza General e Integral, en el Centro de Salud Mental N° 3 ""ArturoAmeghino",,,,,,474530.0,ARS,474530.0,,DIRECCIÓN GENERAL RECURSOS FÍSICOS EN SALUD,amb sur s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510423
2020-04182456-GCABA-DGABS,87.0,1.0,433/16,gasto,2020-02-28,2020-03-06,,,"FINGOLIMOD 0,5 mg","""Adquisición de una (1) caja x 28 comprimidos deFINGOLIMOD 0,5 mg - NNE 9113729-""",,,28.0,comprimidos,13500.0,13500.0,ARS,13500.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,prisal group s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510446
07697773/DGPMYCH/2020,89.0,1.0,433/16,gasto,2020-03-10,2020-03-16,,,Reparacion ascensor,"""REPARACIÓN ASCENSOR TORRE MONUMENTAL""",,,1.0,u,106100.0,106100.0,ARS,106100.0,,DIRECCIÓN GENERAL PATRIMONIO MUSEOS Y CASCO HISTÓRICO,femyp s.r.l,30-61332755-6,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511629
EE-2020-7614741-GCABA-HGACD,91.0,1.0,433/16,gasto,2020-03-12,2020-03-17,,,Set drenajepercutáneo,Set drenajepercutáneo de 10 Fr,,ARS,2.0,u,55730.0,55730.0,ARS,55730.0,,HOSPITAL GENERAL DE AGUDOS CARLOS G. DURAND,barraca acher argentina s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511853
EE-2020-06364178-DGSAM,95.0,1.0,433/16,gasto,2020-03-19,2020-04-06,01-01-2020,31-01-2020,Acompañante Terapéutico,delServicio de Acompañante Terapéutico,,,,,1369149.0,1369149.0,ARS,1369149.0,,DIRECCIÓN GENERAL DE SALUD MENTAL,asociacion civil lacasona de los barriletes,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513719
2020-9496522-GCABA-HGAPP,97.0,1.0,433/16,gasto,2020-03-26,2020-04-01,,,DIALTIAZEM 25 mgFco Ampolla ROEMMERS,DIALTIAZEM 25 mgFco Ampolla ROEMMERS,,,12.0,ampolla,,22944.0,ARS,22944.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,roemmers,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513188
2020-9496522-GCABA-HGAPP,97.0,2.0,433/16,gasto,2020-03-26,2020-04-01,,,SOLUCIÓN GLUCOSA HIPERT. 25% x10 ml RAMALLO,SOLUCIÓN GLUCOSA HIPERT. 25% x10 ml RAMALLO,,,100.0,u,,22944.0,ARS,22944.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,roemmers,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513188
2020-9496522-GCABA-HGAPP,97.0,3.0,433/16,gasto,2020-03-26,2020-04-01,,,LIDOCAINA 1% S/EPI AMPOLLA x 20 ml GOBBI,LIDOCAINA 1% S/EPI AMPOLLA x 20 ml GOBBI,,,100.0,u,,22944.0,ARS,22944.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,roemmers,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513188
EE-2020-06901273-DGABS,98.0,1.0,433/16,gasto,2020-03-26,2020-04-06,,,PALBOCICLIB 125 mg. -NNE 9108082,PALBOCICLIB 125 mg. -NNE 9108082,,,21.0,capsulas,,188733.75,ARS,188733.75,"Instituto de Oncología ""Ángel H. Roffo",DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,drogueria disval s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513756
EE-2020-06901273-DGABS,98.0,2.0,433/16,gasto,2020-03-26,2020-04-06,,,"LETROZOL 2,5 mg  NNE 9095663","LETROZOL 2,5 mg  NNE 9095663",,,30.0,comprimidos,,188733.75,ARS,188733.75,"Instituto de Oncología ""Ángel H. Roffo",DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,drogueria disval s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513756
1262649-GCABA-DGRC-2020,99.0,1.0,433/16,gasto,2020-03-26,2020-04-08,01-01-2020,29-02-2020,servicio demantenimiento preventivo y correctivo aire acondicionado,"pago correspondiente al gasto en concepto del servicio demantenimiento preventivo y correctivo, asistencia técnica con atención de urgencias yreclamos y reparaciones de varias centrales y equipos de aire acondicionado (aptospara ventilar y climatizar verano e invierno) e instalaciones complementarias",,,,,,82520.0,ARS,82520.0,,DIRECCION GENERAL DEL REGISTRO DEL ESTADO CIVIL Y CAPACIDAD DE LAS PERSONAS,hijos y nietos demaria asuncion cornejo s.r.l,30-71168871-0,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514025
EE-2020-08863143-MSGC,100.0,1.0,433/16,gasto,2020-03-27,2020-04-07,01-02-2020,29-02-2020,Servicio de Limpieza,delServicio de Limpieza en el Hospital Oftalmológico Dr. Pedro Lagleyze,,,,,,586574.94,ARS,586574.94,Hospital Oftalmológico Dr. Pedro Lagleyze,DIRECCIÓN GENERAL RECURSOS FÍSICOS EN SALUD,manila s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513873
EE-2020-05876527-MSGC,107.0,1,433/16,gasto,2020-03-30,2020-04-08,01-01-2020,31-01-2020,Servicio de Limpieza,"Servicio de Limpieza en el Hospital Infanto Juvenil ""Dra. Carolina Tobar García""",,,,,,1912696.06,ARS,1912696.06,"Hospital Infanto Juvenil ""Dra. Carolina Tobar García""",SUBSECRETARÍA ATENCIÓN HOSPITALARIA,gente de limpieza s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514066
2018-15615267-MGEYA-SSAH,110.0,1,433/16,gasto,2020-04-02,2020-04-08,01-01-2020,31-01-2020, atención médica con alojamiento, atención médica con alojamiento,,,,,,50000.0,ARS,100000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,abuela grande s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514070
15468272-2017-MGEYA-SSAPAC,112.0,1.0,433/16,gasto,2020-04-07,2020-04-15,01-03-2020,31-03-2020,Servicio deTraslado jornada simple,Servicio deTraslado de los Técnicos de Laboratorio,4000.0,ARS,,,,304000.0,ARS,1280000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514618
15468272-2017-MGEYA-SSAPAC,112.0,2.0,433/16,gasto,2020-04-07,2020-04-15,01-03-2020,31-03-2020,Servicio deTraslado jornada extendida,Servicio deTraslado de los Técnicos de Laboratorio,6000.0,ARS,,,,304000.0,ARS,1280000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514618
10004129/SSJUS/2020,113.0,1.0,433/16,gasto,2020-04-07,2020-04-16,,,Servicio dereparación techo y cielorraso,"""Servicio dereparación techo y cielorraso del Centro de Alojamiento Provisorio de Contraventores""",,,,,,956839.81,ARS,956839.81,,SUBSECRETARIA DE JUSTICIA,e7construcciones s.r.l,30-71447398-7,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514884
5939904/GCABA/SSJUS/2020,114.0,1.0,433/16,gasto,2020-04-08,2020-04-17,01-11-2019,31-12-2019,Servicio de limpieza y fumigación,Servicio de limpieza y fumigacióndel Centro de Alojamiento Provisorio de Contraventores,,,,,,278000.0,ARS,278000.0,,SUBSECRETARIA DE JUSTICIA,eulo s.r.l,33-71482819-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515040
-2020-05144535-DGABS,116.0,1.0,433/16,gasto,2020-04-09,2020-04-15,,, comprimidos masticablesde RALTEGRAVIR de 100 mg,comprimidos masticablesde RALTEGRAVIR de 100 mg. - NNE 9093955,,,1.8,COMPRIMIDOS,208230.0,208230.0,ARS,255156.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,drogueria disval s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514622
-2020-05144535-DGABS,409.0,2,433/16,gasto,2020-04-09,2020-04-15,,, DAPSONA de 100 mg,comprimidos de DAPSONA de 100 mg. - NNE 9098689,,,3.3,COMPRIMIDOS,46926.0,46926.0,ARS,255156.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514622
2020-07869835-GCABA-DGABS,117.0,1.0,433/16,gasto,2020-04-09,2020-04-24,,,capsulas deLENALIDOMIDA 25 mg,"capsulas deLENALIDOMIDA 25 mg. -, NNE 9107177",,,21.0,CAPSULAS,,38499.93,ARS,38499.93,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516081
2018-22822481-SSAH,120.0,1.0,433/16,gasto,2020-04-14,2020-04-17,01-01-2020,31-01-2020,servicio deatención médica con alojamiento,servicio deatención médica con alojamiento,,,,,,58000.0,ARS,58000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,abuela grande s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515046
23563064-MGEYA-ASINF-2018,122.0,1.0,433/16,gasto,2020-04-20,2020-04-22,01-03-2020,31-03-2020,"Servicios Profesionales deConsultoría para Soporte Correctivo y Mantenimiento Evolutivo Funcional deSoluciones Tecnológicas implementadas sobre Plataforma SAP (ERP, CRM, BW, PI,Mobile, HANA y PPM)","Servicios Profesionales deConsultoría para Soporte Correctivo y Mantenimiento Evolutivo Funcional deSoluciones Tecnológicas implementadas sobre Plataforma SAP (ERP, CRM, BW, PI,Mobile, HANA y PPM)",,,,,,475200.0,ARS,1376100.0,,DIRECCIÓN GENERAL DE INTEGRACIÓN DE SISTEMAS - ASINF,deloitte & co. s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515607
EE-2019-24870323-DGCTFS,123.0,1.0,433/16,gasto,2020-04-23,2020-05-08,01-01-2020,29-02-2020,Sesion de Hemodiálisis Crónica (HDC),"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",4500.0,ARS,1.0,sesión,,152306.1,ARS,152306.1,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,confederacion de asociaciones de dialisis de larepublica argentina (cadra),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517489
EE-2019-24870323-DGCTFS,123.0,2.0,433/16,gasto,2020-04-23,2020-05-08,01-01-2020,29-02-2020,Diálisis Peritoneal Ambulatoria Continua (DPAC),"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",65000.0,ARS,1.0,mes,,152306.1,ARS,152306.1,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,confederacion de asociaciones de dialisis de larepublica argentina (cadra),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517489
EE-2019-24870323-DGCTFS,123.0,3.0,433/16,gasto,2020-04-23,2020-05-08,01-01-2020,29-02-2020,Traslado,"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",25.88,ARS,,km,,152306.1,ARS,152306.1,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,confederacion de asociaciones de dialisis de larepublica argentina (cadra),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517489
EE-2020-9235550-DGCTFS,124.0,1,433/16,gasto,2020-04-23,2020-05-08,01-11-2019,31-12-2019,Servicio de TRASLADOS ,"""Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA""",,,,,,59093.1,ARS,59093.1,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,transporte kevin de parkinson amilcarfabian,20-16766936-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517492
2020-11087047-GCABA-HGAPP,125.0,1.0,433/16,gasto,2020-04-28,2020-05-05,,,"SOL GLUCOSADAHIP.25% X 10 ML. FADA,","SOL GLUCOSADAHIP.25% X 10 ML. FADA,",,ARS,200.0,u,,15170.0,ARS,15170.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517124
2020-11087047-GCABA-HGAPP,125.0,2.0,433/16,gasto,2020-04-28,2020-05-05,,,SULFATO MAGNESIO 25%INY.AMP.FADA,SULFATO MAGNESIO 25%INY.AMP.FADA,,ARS,300.0,u,,15170.0,ARS,15170.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517124
EE-2020-03513295-DGCTFS,126.0,1,433/16,gasto,2020-04-28,2020-05-08,01-01-2020,31-01-2020,Servicio de TRASLADOS ,"""Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA""",,,,,,67000.12,ARS,272694.39999999997,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,altaha s.r.l,33-71465485-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517465
EE-2019-30311617-DGCTFS,127.0,1,433/16,gasto,2020-04-29,2020-05-08,01-01-2020,29-02-2020,Servicio externo de Nutrición Enteral y Parenteral,"""Servicio externo de NutriciónEnteral y Parenteral, para beneficiarios INCLUIR SALUD, cápita CABA""",,,,,,486484.37,ARS,1347329.5,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,nutri home s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517470
EE-2019-16988322-DGCTFS,128.0,1,433/16,gasto,2020-04-29,2020-05-08,01-01-2020,31-03-2020,Servicio de Transporte ,"""Servicio de Transporte para pacientes INCLUIR SALUD, cápita CABA""",27.94,ARS,,km,372810.12,372810.12,ARS,713808.8799999999,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,remises capital-logistica y traslados ag. hab 1641 gcba,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517471
EX-2020-9170966-MGEYA-HGNRG,129.0,1,433/16,gasto,2020-05-05,2020-05-08,,,antígeno de dengue,antígeno de dengue,,,,,146871.0,146871.0,ARS,146871.0,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,biodiagnostico s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517469
2018-15615267-MGEYA-SSAH,130.0,1,433/16,gasto,2020-05-06,2020-05-11,01-02-2020,29-02-2020,atención médica con alojamiento,atención médica con alojamiento,,,,,50000.0,50000.0,ARS,100000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,abuela grande s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517636
22822481-MGEYA-SSAH-2018,131.0,1,433/16,gasto,2020-05-06,2020-05-11,01-02-2020,29-02-2020,atención médica con alojamiento,atención médica con alojamiento,,,,,58000.0,58000.0,ARS,116000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,abuela grande s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517652
4941946/HGAT/2020,134.0,1.0,433/16,gasto,2020-02-07,2020-03-09,01-12-2019,31-12-2019,mantenimiento deprocesadoras Agfa mod EOS Classic,mantenimiento deprocesadoras Agfa mod EOS Classic,,,,,,11970.0,ARS,11970.0,"Hospital General de Agudos ""E: Tornú""",HOSPITAL GENERAL DE AGUDOS TORNU,jose l. morena,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510562
4941946/HGAT/2020,134.0,2.0,433/16,gasto,2020-02-07,2020-03-09,01-12-2019,31-12-2019,mantenimiento deprocesadoras Kodak mod 2000,mantenimiento deprocesadoras Kodak mod 2000,,,,,,11970.0,ARS,11970.0,"Hospital General de Agudos ""E: Tornú""",HOSPITAL GENERAL DE AGUDOS TORNU,jose l. morena,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510562
